550846,31.22,54.48,9.005,-0.965,4.508,-0.365,-0.041,-0.242,10.116,10.285
550894,31.22,54.49,8.662,-0.089,4.741,-0.050,0.091,-0.199,9.875,10.244
550945,31.22,54.46,8.806,-0.381,5.399,-0.201,0.154,-0.183,10.336,10.253
550994,31.22,54.48,8.665,-0.479,5.318,-0.252,-0.020,-0.103,10.177,10.245
551044,31.22,54.48,8.624,-0.436,5.636,-0.331,0.027,-0.007,10.311,10.252
551094,31.20,54.46,8.473,-0.400,5.622,-0.151,0.146,0.042,10.176,10.244
551144,31.21,54.43,8.394,-0.445,5.495,-0.115,0.270,0.031,10.042,10.224
551194,31.20,54.45,8.365,-0.737,6.012,-0.115,0.080,-0.018,10.328,10.235
551244,31.20,54.44,7.946,-0.742,5.748,-0.106,0.044,0.031,9.836,10.195
551294,31.22,54.41,7.697,-0.886,5.722,-0.143,-0.002,0.024,9.632,10.138
551344,31.23,54.35,8.255,-1.147,5.904,-0.059,-0.029,-0.006,10.214,10.146
551394,31.21,54.35,8.131,-1.101,5.969,0.084,0.034,0.053,10.146,10.146
551444,31.21,54.36,7.973,-0.950,6.069,0.135,0.098,0.038,10.065,10.138
551494,31.21,54.35,8.121,-0.888,6.144,0.227,-0.023,0.058,10.222,10.146
551544,31.21,54.37,8.088,-0.510,6.108,0.300,-0.046,0.047,10.148,10.146
551594,31.21,54.36,8.215,-0.563,5.993,0.241,-0.034,-0.009,10.184,10.150
551644,31.20,54.34,8.001,-0.496,6.184,0.358,0.075,0.035,10.125,10.148
551694,31.20,54.31,8.401,-0.656,6.112,0.180,0.056,0.095,10.410,10.174
551744,31.21,54.34,9.601,-0.165,6.740,0.202,-0.110,0.146,11.731,10.330
551794,31.19,54.32,8.167,0.050,5.286,0.406,0.403,0.323,9.728,10.269
551844,31.19,54.42,8.286,-0.381,6.369,0.298,0.295,0.270,10.458,10.288
551894,31.21,54.40,8.329,0.062,5.334,0.116,0.026,0.296,9.891,10.249
551944,31.22,54.42,8.150,0.192,5.289,0.518,0.115,0.412,9.717,10.195
551994,31.20,54.42,8.662,-0.156,5.962,0.474,-0.059,0.380,10.517,10.228
552044,31.19,54.37,8.181,-0.084,6.179,0.408,-0.048,0.415,10.253,10.230
552094,31.19,54.37,7.970,-0.278,5.665,0.535,-0.059,0.453,9.782,10.185
